volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	note	full_text
				Robert Emerson Clampett.	Cecelia.	GU16929	1950-08-21	RE8199	1978-11-16	Robert E. Bob Clampett|A						
				Robert Emerson Clampett.	Dinny the Dinosaur.	GU16930	1950-08-21	RE8957	1978-12-05	Robert E. Bob Clampett|A						
				Robert Emerson Clampett.	Klowee.	GU16931	1950-08-21	RE8200	1978-11-16	Robert E. Bob Clampett|A						
				Robert Emerson Clampett.	Whoo Owl.	GU16932	1950-08-21	RE8201	1978-11-16	Robert E. Bob Clampett|A						
				Paul Gallico.	The Abandoned.	A46715	1950-08-22	RE2754	1978-05-10	William T. Gallico|C||Robert L. Gallico|C						
				Donald Q. Kern.	Process heat transfer.	A46830	1950-08-22	RE7710	1978-11-13	Natalie W. Kern|W						
				Arthur J. Vorwald.	Pneumoconiosis: beryllium, bauxite fumes, compensation; Leroy U. Gardner memorial v.	A46923	1950-08-22	RE11847	1978-12-26	Arthur J. Vorwald|A						
				Isabel Emslie Hutton.	The Sex technique in marriage.	A46998	1950-08-22	RE3614	1978-06-09	Emerson Books, Inc.|PWH						
				Joseph Leeming.	Holiday craft and fun.	A47252	1950-08-22	RE5453	1978-08-23							
				R. V. Cassill.	The Eagle on the coin; a novel.	A47493	1950-08-22	RE12132	1978-12-27	R. V. Cassill|A						
				Dick Friendlich.	Warrior forward.	A47592	1950-08-22	RE1454	1978-03-10	Dick Friendlich|A						
				Philip Lindsay.	The Rake's progress.	A49248	1950-08-22	RE18246	1978-08-24	Sheridan House, Inc.|PWH						
				John Amber.	The Gun digest.	AA160251	1950-08-22	RE33296	1978-05-23	John Amber|A						
				John Amber.	The Gun digest.	AA160251	1950-08-22	RE31349	1978-12-04	Books, Inc.|PWH						
					List of parts, machine number 47W63.  Form 2931W, Dec. 1949.	AA161784	1950-08-22	RE2071	1978-04-03	The Singer Company|PWH						
					Advance California reports.  Vol. 11, no. 34.	AA162159	1950-08-22	RE6888	1978-10-10	Bancroft-Whitney Company|PWH						
					Crime suspenstories.  Vol. 1, no. 2, Dec. 1950-Jan. 1951.	B259141	1950-08-22	RE17678	1978-12-18	William M. Gaines|PCW						
					Chicago daily tribune.  Vol. 109, no. 200, Aug. 22, 1950.	B259970	1950-08-22	RE4977	1978-08-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 136, no. 44, Aug. 22, 1950.	B259990	1950-08-22	RE5082	1978-07-21	Dow Jones & Company, Inc.|PCW						
					Psychosomatic medicine.  Vol. 12, no. 4, July-Aug. 1950.	B260219	1950-08-22	RE11727	1978-12-22	American Psychosomatic Society, Inc.|PCW						
					Good housekeeping.  Vol. 131, no. 3, Sept. 1950.	B261216	1950-08-22	RE7928	1978-11-02	The Hearst Corporation|PCW						
					Commonweal.  Vol. 52, no. 20, Aug. 25, 1950.	B263337	1950-08-22	RE20022	1978-12-04	Commonweal Publishing Company, Inc.|PCW						
					Daily variety.  Vol. 68, no. 55, Aug. 22, 1950.	B263676	1950-08-22	RE6492	1978-10-03	Daily Variety, Ltd.|PWH						
					Roy Rogers comics.  Vol. 1, no. 34, Oct. 1950.	B267433	1950-08-22	RE19741	1978-12-29	Roy Rogers|A						
					Review of economics and statistics.  Vol. 32, no. 3, Aug. 1950.	B269836	1950-08-22	RE5362	1978-08-21	President and Fellows of Harvard College|PCW						
				Isobel Grassie, Gudrun Birch Howe & Jeanne Toye Gormley.	March meeting; a dramatic work, including accompanying music (instrumentation: piano)	DU25226	1950-08-22	RE5671	1978-08-09	Isobel Grassie|A||Gudrun Birch Howe|A||Jeanne Toye Gormley|A						
				Jackson Scholz.	Keystone Kelly.	A46835	1950-08-23	RE8138	1978-10-30	Jackson Scholz|A						
					Owls.  Text by Herbert S. Zim, ill. by James Gordon Irving.	A46836	1950-08-23	RE8121	1978-10-27	Herbert S. Zim|A						
				Davis Dresser & Erle Stanley Gardner.	Lynch-rope law.	A46916	1950-08-23	RE8122	1978-10-27	Jean Bethell Gardner|W						
				Elswyth Thane.	Ladies' home journal, July 1950|Melody.	A47622	1950-08-23	RE7257	1978-10-19	Elswyth Thane|A					Condensed version appeared in Ladies' home journal, July 1950.	
				Virgil Franklin Partch.	Bottle fatigue.	A47624	1950-08-23	RE7053	1978-10-06	Virgil Franklin Partch|A						
				Guthrie Wilson.	Brave company.	A48234	1950-08-23	RE3634	1978-05-22	Guthrie Wilson|A						
				Henning Nelms.	Play production; a handbook for backstage workers, a guidebook for drama students.	A48587	1950-08-23	RE6185	1978-09-12	Henning Nelms|A						
					The National Geographic magazine index.  Jan.-June, 1950, vol. 97.  Compilation: Gilbert Grosvenor.	AA159472	1950-08-23	RE6634	1978-10-03	National Geographic Society|PWH						
					Harper Foundry and Machine Company.  Catalog no. 50.	AA159679	1950-08-23	RE3915	1978-06-05	Jaqua-McKee, Inc.|PWH						
				David C. Cooke.	Best detective stories of the year, 1950.	AA160900	1950-08-23	RE5048	1978-07-03	David C. Cooke|A						
					Chicago daily tribune.  Vol. 109, no. 201, Aug. 23, 1950.	B259971	1950-08-23	RE4978	1978-08-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 136, no. 45, Aug. 23, 1950.	B259991	1950-08-23	RE5083	1978-07-21	Dow Jones & Company, Inc.|PCW						
					The Reader's digest.  Vol. 57, no. 341, Sept. 1950.	B260170	1950-08-23	RE3090	1978-05-12	The Reader's Digest Association, Inc.|PCW						
					The Reader's digest.  Vol. 57, no. 341, Sept. 1950.	B260171	1950-08-23	RE3091	1978-05-12	The Reader's Digest Association, Inc.|PCW						
					The Reader's digest.  Vol. 57, no. 341, Sept. 1950.	B260172	1950-08-23	RE3092	1978-05-12	The Reader's Digest Association, Inc.|PCW						
				Norman Reilly Raine.	Glencannon, Tugboat Annie affair.	B261004	1950-08-23	RE18614	1978-12-29	Elizabeth Raine|W						
				Ted Key.	Hazel.|The Saturday evening post, Aug. 26, 1950	B261004	1950-08-23	RE10461	1978-12-29	Ted Key|A						
					The Saturday review of literature.  Vol. 33, no. 34, Aug. 26, 1950.	B263031	1950-08-23	RE3618	1978-06-09	Saturday Review Magazine Corporation|PCW						
					The Marvel Family.  Vol. 9, no. 52, Oct. 1950.	B263062	1950-08-23	RE155	1978-01-30	Fawcett Publications, Inc.|PWH						
					Daily variety.  Vol. 68, no. 56, Aug. 23, 1950.	B263677	1950-08-23	RE6493	1978-10-03	Daily Variety, Ltd.|PWH						
				Henry Gustave Grabscheid.	That's the idea.	DU25236	1950-08-23	RE2910	1978-05-25	Henry Gustave Grabscheid|A						
					Fra Giovanni.  Screenplay: Rose Eliasberg.	DU25238	1950-08-23	RE8906	1978-11-27	Rose Eliasberg|A						
					Caboose.  Artist: Clement Hurd, text: Edith Thacher Hurd.	A46694	1950-08-24	RE8159	1978-11-08	Clement Hurd|A						
					Caboose.  Text: Edith Thacher Hurd, artist: Clement Hurd.	A46694	1950-08-24	RE8158	1978-11-08	Edith Thacher Hurd|A						
				Cleveland Pendleton Hickman.	Physiological hygiene.	A46890	1950-08-24	RE5213	1978-08-07	Cleveland Pendleton Hickman|A						
				John E. Brigante.	The Feasibility dispute: determination of war production objectives for 1942 and 1943.	A46980	1950-08-24	RE4890	1978-07-24	Inter-University Case Program, Inc.|PWH						
				Derrick Tilton Vail.	The Truth about your eyes.	A47149	1950-08-24	RE12573	1978-12-29	Elizabeth Vail|W						
				Joseph Wharton Lippincott.	The Wahoo bobcat.	A47249	1950-08-24	RE5452	1978-08-23	Joseph W. Lippincott, Jr.|C						
				Edna L. Sterling, Harold Huseby & Helen F. Olson.	English language series.  Senior book 3.	A47823	1950-08-24	RE7460	1978-10-23	Holt, Rinehart and Winston|PWH						
				Hugh Bryan Disher & Hope O'Neil (Hope O'Neil Sipe)	At-A-Glance, chord and scale finder.	AA159524	1950-08-24	RE12471	1978-12-14	Hugh Bryan Disher|A						
					The Wall Street journal.  Vol. 136, no. 46, Aug. 24, 1950.	B259992	1950-08-24	RE5084	1978-07-28	Dow Jones & Company, Inc.|PCW						
					Time; the weekly newsmagazine.  Vol. 56, no. 9, Aug. 28, 1950.	B260334	1950-08-24	RE2472	1978-04-21	Time, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 202, Aug. 24, 1950.	B260515	1950-08-24	RE4980	1978-08-02	Chicago Tribune Company|PCW						
					Publishers weekly.  Vol. 158, no. 9, Aug. 26, 1950.	B260702	1950-08-24	RE4598	1978-06-05	Xerox Corporation|PCW						
					The Nation.  Vol. 171, no. 9, Aug. 26, 1950.	B261074	1950-08-24	RE10304	1978-12-18	The Nation Associates, Inc.|PCW						
				Medalion Publishing Corporation (Marvel Comics Group)	Marvel Boy.  Dec. 1950.	B261953	1950-08-24	RE9110	1978-12-28	Cadence Industries Corporation|PCW						
					Life.  Vol. 29, no. 9.	B262120	1950-08-24	RE4208	1978-06-29	Time, Inc.|PCW						
					Daily variety.  Vol. 68, no. 57, Aug. 24, 1950.	B263678	1950-08-24	RE6494	1978-10-03	Daily Variety, Ltd.|PWH						
				August Derleth.	The Adventure of the six silver spiders.	B266357	1950-08-24	RE5219	1978-08-15	April Derleth Smith|C||Walden W. Derleth|C						
					Young people.  Sept. 24, 1950.	B266472	1950-08-24	RE8676	1978-12-05	Magazine Management Company, Inc.|PCW						
				Keith J. Laidler.	Chemical kinetics.	A46884	1950-08-25	RE7712	1978-11-13	Keith J. Laidler|A						
					The New Funk & Wagnalls encyclopedia.  Vol. 28-30.  General revision: Unicorn Publishers, Inc., employer for hire of Joseph Laffan Morse.	A46996	1950-08-25	RE7757	1978-11-03	Unicorn Press, Inc.|PWH						
					The Adventures of Sherlock Holmes.   Written by Sir Arthur Conan Doyle, adapted by Olive Eckerson.	A47054	1950-08-25	RE2950	1978-05-15	Globe Book Company, Inc.|PWH						
				Benjamin Brewster, pseud. of Franklin Folsom, illustrator: Peter Burchard.	The Baby elephant.	A47951	1950-08-25	RE9862	1978-12-18	Grosset & Dunlap, Inc.|PWH						
				Jean Horton Berg, artist: Si Frankel.	The Jolly jumping man.	A47952	1950-08-25	RE2925	1978-06-01	Jean Horton Berg|A						
				Margaret Gossett, illustrator: Mary Barton.	The Kitten's secret.	A47953	1950-08-25	RE9863	1978-12-18	Grosset & Dunlap, Inc.|PWH						
				Baldwin Hawes.	Come visit my ranch.	A47954	1950-08-25	RE9864	1978-12-18	Grosset & Dunlap, Inc.|PWH						
				Grantly Dick Read.	Introduction to motherhood.	A57542|AIO677	1951-07-25|1950-08-25	RE5098	1978-07-03	Jessica Dick-Read Bennett|W						
					Mowie i pisze.	A679647	1950-08-25	RE5652	1978-07-05	Felician Sisters|PWH						
				Gilbert D. Nelson & Herschel E. Grime.	Answer book for Making mathematics work and for Practice and review tests.	AA160967	1950-08-25	RE6028	1978-09-01	Gertrude Slater Nelson|W						
					Sunset flower calendar and engagement book for 1951.  Compiled by Sunset.	AA161420	1950-08-25	RE8358	1978-11-30	Lane Publishing Company|PCW						
				Singer Manufacturing Company.	List of parts, machine number 246-4.  Form 20420, Nov. 1949.	AA161785	1950-08-25	RE2072	1978-04-03	The Singer Company|PWH						
					Advance California appellate reports.  Vol. 11, no. 34.	AA162163	1950-08-25	RE6892	1978-10-10	Bancroft-Whitney Company|PWH						
				Marjorie M. Kendig.	General semantics bulletin.  No. 3.	AA164328	1950-08-25	RE9231	1978-12-12	Institute of General Semantics|PCW						
				James Truslow Adams.	The Record of 1949; cumulative loose-leaf history of the U. S.  Vol. 6.	AA169453	1950-08-25	RE8269	1978-09-13	Charles Scribner's Sons|PPW						
					Ciba clinical symposia.  Vol. 2, no. 6, July-Aug. 1950.	B259933	1950-08-25	RE2613	1978-04-28	Ciba-Geigy Corporation|PCW						
					The Wall Street journal.  Vol. 136, no. 47, Aug. 25, 1950.	B259993	1950-08-25	RE5092	1978-07-21	Dow Jones & Company, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 203, Aug. 25, 1950.	B260516	1950-08-25	RE4981	1978-08-02	Chicago Tribune Company|PCW						
					Motor boating.  Vol. 86, no. 3, Sept. 1950.	B260699	1950-08-25	RE9982	1978-12-20	The Hearst Corporation|PCW						
					The Instrumentalist.  Vol. 5, no. 1, Sept. 1950.	B260737	1950-08-25	RE2958	1978-05-15	The Instrumentalist Company|PCW						
					Ladies' home journal.  Vol. 67, no. 9, Sept. 1950.	B261259	1950-08-25	RE7041	1978-10-06	Publishing, Inc.|PCW						
				Interstate Publishing Corporation.	Young men.  Dec. 1950.	B262150	1950-08-25	RE9114	1978-12-28	Cadence Industries Corporation|PCW						
					Sunset; the Pacific monthly.  Vol. 105, no. 3, Sept. 1950.	B262214	1950-08-25	RE2234	1978-04-05	Lane Publishing Company|PCW						
					Daily variety.  Vol. 68, no. 58, Aug. 25, 1950.	B263679	1950-08-25	RE6495	1978-10-03	Daily Variety, Ltd.|PWH						
					Congressional quarterly log weekly report.  Vol. 8, no. 34, Aug. 25, 1950.	B264045	1950-08-25	RE6938	1978-08-10	Congressional Quarterly, Inc.|PWH						
					Children's play mate magazine.  Vol. 22, no. 4, Sept. 1950.	B268490	1950-08-25	RE5632	1978-07-31	The Saturday Evening Post Company|PCW						
					Motorsport.  Oct. 1950.	B276305	1950-08-25	RE8678	1978-12-05	Magazine Management Company, Inc.|PCW						
					Bird's-eye view of the Pueblos.  Author: Stanley A. Stubbs.	A46641	1950-08-26	RE3575	1978-05-08	Florence Stubbs John|W||Mary Louise Ross|C						
				Hazel G. Robertson & Caroline E. Fisher.	Children and the theater.	A47080	1950-08-26	RE2838	1978-05-08	Hazel G. Robertson|A						
					Chicago daily tribune.  Vol. 109, no. 204, Aug. 26, 1950.	B260517	1950-08-26	RE4982	1978-08-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 136, no. 48, Aug. 26, 1950.	B260529	1950-08-26	RE5086	1978-07-21	Dow Jones & Company, Inc.|PCW						
					Chemical abstracts.  Vol. 44, no. 16, Aug. 25, 1950.	B260977	1950-08-26	RE8817	1978-12-18	American Chemical Society|PCW						
				Comic Combine Corporation (Marvel Comics Group)	Crime can't win.  Dec. 1950.	B261091	1950-08-26	RE9107	1978-12-28	Cadence Industries Corporation|PCW						
					Barron's The National business & financial weekly.  Vol. 30, no. 35, Aug. 28, 1950.	B261429	1950-08-26	RE5088	1978-07-21	Dow Jones & Company, Inc.|PCW						
					Spy cases.  Dec. 1950.	B261952	1950-08-26	RE8674	1978-12-05	Magazine Management Company, Inc.|PCW						
					Chicago Sunday tribune.  Vol. 109, no. 35, Aug. 27, 1950.	B260514	1950-08-27	RE4979	1978-08-02	Chicago Tribune Company|PCW						
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.	K36404	1950-08-27	RE7143	1978-09-22	Comics, Inc.|PWH						
				William Wiegand.	At last, Mister Tolliver.	A46878	1950-08-28	RE6579	1978-09-26	William Wiegand|A						
				Laura L. Hinkley.	The Stevensons: Louis and Fanny.	A47099	1950-08-28	RE1241	1978-03-10	Hastings House, Publishers, Inc.|PWH						
				Kirby Page.	Living joyously.	A47246	1950-08-28	RE6582	1978-09-26	Mary Alma Page|W						
				Elizabeth Fenwick [i.e. Elizabeth Fenwick Way]	Afterwards.	A47247	1950-08-28	RE6583	1978-09-26	Elizabeth Fenwick Way|A						
				Esther M. Greisheimer.	Physiology & anatomy.	A47258	1950-08-28	RE11428	1978-12-15	Esther M. Greisheimer|A						
				Marian King.	The Coat of many colors; the story of Joseph.	A47259	1950-08-28	RE5456	1978-08-23	Marian King|A						
				L. E. Maxwell.	Crowded to Christ.	A47286	1950-08-28	RE5716	1978-09-11	L. E. Maxwell|A						
				Forrest Talbott, edited & supplemented by William Anderson.	Intergovernmental relations and the courts.	A47348	1950-08-28	RE7652	1978-11-13	Forrest Talbott|A						
				Robert Loren Morlan.	Intergovernmental relations in education.	A47349	1950-08-28	RE7653	1978-11-13	Robert L. Morlan|A						
				Hervey Allen.	City in the dawn.	A47613	1950-08-28	RE6584	1978-09-26	Richard F. Allen|C||Marcia Allen|C||Mary Ann Marcus|C						
				Salomon Bochner, Antoni Zygmund, Albert P. Calderon et al.	Contributions to Fourier analysis.	A48139	1950-08-28	RE442	1978-02-03	Salomon Bochner|A						
				Robert Schatten.	A Theory of cross-spaces.	A48141	1950-08-28	RE2226	1978-04-18	Arthur Schneier|E||Giorgio Tagliacozzo|E						
				Humphry Francis Ellis.	The Vexations of A. J. Wentworth, B. A.	A48289	1950-08-28	RE9755	1978-12-18	Humphry Francis Ellis|A					Full length book version.	
				Sir William Osler, Robert Bennett Bean & William Bennett Bean.	Aphorisms from his bedside; teachings and writings.	A48376	1950-08-28	RE12576	1978-12-27	Robert Bennett Bean|A||William Bennett Bean|A						
				Richard Courant.	Dirichlet's principle, conformal mapping, and minimal surfaces.	A49015	1950-08-28	RE2025	1978-04-03	Nina Courant|W						
				F. Marryat, adapted by William E. Kanter.	Mister Midshipman Easy.	AA166022	1950-08-28	RE4876	1978-07-25	Frawley Enterprises|PWH						
					The Wall Street journal.  Vol. 136, no. 49, Aug. 28, 1950.	B260530	1950-08-28	RE5087	1978-07-21	Dow Jones & Company, Inc.|PCW						
					Chicago daily tribune.  Vol. 109, no. 205, Aug. 28, 1950.	B261553	1950-08-28	RE4983	1978-08-02	Chicago Tribune Company|PCW						
					Billboard.  Vol. 62, no. 35, Sept. 2, 1950.	B261928	1950-08-28	RE3011	1978-06-06	Billboard Publications, Inc.|PCW						
					Daily variety.  Vol. 68, no. 59, Aug. 28, 1950.	B263680	1950-08-28	RE6496	1978-10-03	Daily Variety, Ltd.|PWH						
					Life.  Vol. 9, no. 6.	B263855	1950-08-28	RE4210	1978-06-29	Time, Inc.|PCW						
					The Organ portfolio.  No. 79, Oct. 1950.	B266292	1950-08-28	RE5176	1978-08-07	Lorenz Publishing Company|PCW						
					Magyar melody.  Book & lyrics: Eric Maschwitz, book, lyrics & music: George Posford, music: Bernard Green.	DP357	1950-08-28	RE3475	1978-05-30	The Public Trustee|E					Adapted from the play of Eric Maschwitz, Fred Thompson & Guy Bolton.	
				K. O. Samuel.	Cinderella; a pantomime.	DP417	1950-08-28	RE203	1978-01-23	Peter Seymour|E						
				Trendle-Striker.	Ranchers in arms.	DU25386	1950-08-28	RE6988	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	The Smiling caballero.	DU25387	1950-08-28	RE6989	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Striker.	San Pedro boss.	DU25388	1950-08-28	RE6990	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	Traitor in the fold.	DU25389	1950-08-28	RE6991	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Striker.	Special delivery.	DU25390	1950-08-28	RE6992	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	Feud on the range.	DU25391	1950-08-28	RE6993	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Goll.	Homer with a high hat.	DU25392	1950-08-28	RE6994	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Goll.	Homer with two guns.	DU25393	1950-08-28	RE6995	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Goll.	The Marriage of Ma Hank.	DU25394	1950-08-28	RE6996	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	Lead for a quitter.	DU25395	1950-08-28	RE6997	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Dougall.	Mountain siege.	DU25396	1950-08-28	RE6998	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Striker.	Pledge to a dead man.	DU25397	1950-08-28	RE6999	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Striker.	Outlaw by proxy.	DU25398	1950-08-28	RE7000	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Striker.	The Fourth man.	DU25399	1950-08-28	RE7001	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Alliene Ethel Grillette (Alliene Ethel Pellett)	Pellett pups.	GU16924	1950-08-28	RE6253	1978-09-18	Alliene Pellett|A						
				George Clark Southworth.	Principles and applications of waveguide transmission.	A47001	1950-08-29	RE3573	1978-05-26	Bell Telephone Laboratories, Inc.|PWH						
					Giant quarterback.  Text & ill.: C. Frank Waldman, Jr. & Robert Candy.	A47145	1950-08-29	RE11236	1978-12-11	C. Frank Waldman, Jr.|A						
				Rosamond DuJardin.	Wait for Marcy.	A47256	1950-08-29	RE5455	1978-08-23	Judith Nelsen|C||Jacqueline Clemenson|C||Victor DuJardin, Jr.|C					Two chapters of this book are based on short stories which appeared in Redbook in 1932 & 1946.	
				John J. Floherty.	Aviation from the ground up.	A47257	1950-08-29	RE1179	1978-03-07	Margaret P. Floherty|W						
					Three little bunnies.  Text: Ruth Dixon, pseud. of Marjorie Barrows, photographer: Dale Rooks.	A48101	1950-08-29	RE2799	1978-05-30	Rand McNally & Company|PWH						
					Number 9: the little fire engine.  Ill.: Eleanor Corwin.	A48102	1950-08-29	RE1940	1978-03-27	Rand McNally & Company|PWH						
					Hiawatha.  Text: Marion E. Gridley, ill.: Irma Wilde.	A48103	1950-08-29	RE1941	1978-03-27	Rand McNally & Company|PWH						
					The Smart little mouse.  Text: Earl Sherwan, illustrator: Katherine Phillips Clark.	A48104	1950-08-29	RE2800	1978-05-30	Earl Sherwan|A||Rand McNally & Company|PWH						
				James M. Sexauer.	J.A. Sexauer Manufacturing Company, Inc., catalog.	AA160070	1950-08-29	RE2879	1978-05-08	J. A. Sexauer, Inc.|PWH						
					Advance California reports.  Vol. 11, no. 35.	AA162160	1950-08-29	RE6889	1978-10-10	Bancroft-Whitney Company|PWH						
				Glenn Howe Joseph.	Parenteral use of pectin sols.	AA162358	1950-08-29	RE3412	1978-06-02	Sunkist Growers, Inc.|PWH						
					Carolina tips.  Vol. 13, no. 5, Aug. 1950.	B260478	1950-08-29	RE4401	1978-07-10	Carolina Biological Supply Company|PCW						
					American journal of international law.  Vol. 44, no. 3, July 1950.	B260812	1950-08-29	RE841	1978-03-10	American Society of International Law|PCW						
					Changing times, the Kiplinger magazine.  Vol. 4, no. 9, Sept. 1950.	B261132	1950-08-29	RE7691	1978-11-01	The Kiplinger Washington Editors, Inc.|PWH						
					Chicago daily tribune.  Vol. 109, no. 206, Aug. 29, 1950.	B261554	1950-08-29	RE4984	1978-08-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 136, no. 50, Aug. 29, 1950.	B261599	1950-08-29	RE5089	1978-07-21	Dow Jones & Company, Inc.|PCW						
					Commonweal.  Vol. 52, no. 21, Sept. 1, 1950.	B263334	1950-08-29	RE9765	1978-12-04	Commonweal Publishing Company, Inc.|PCW						
					Daily variety.  Vol. 68, no. 60, Aug. 29, 1950.	B263681	1950-08-29	RE6497	1978-10-03	Daily Variety, Ltd.|PWH						
				Eugene Dennis.	Ideas they cannot jail.	A46651	1950-08-30	RE6864	1978-10-16	International Publishers Company, Inc.|PWH						
				Jane Tompkins.	The Red squirrel twins.	A47191	1950-08-30	RE5451	1978-08-29	Elsie Tompkins|E						
				Monroe C. Beardsley.	Thinking straight: a guide for readers and writers.	A47273	1950-08-30	RE5214	1978-08-07	Monroe C. Beardsley|A						
				Luis M. Henderson.	A Child's book of dogs.	A48381	1950-08-30	RE803	1978-02-07	Luis M. Henderson|A						
				E. Joseph Dreany.	A Child's book of horses.	A48382	1950-08-30	RE802	1978-02-07	Dreany|A						
					Shepard's Southwestern reporter citations.  Vol. 1, 1950.	AA162427	1950-08-30	RE4110	1978-06-19	Colorado Springs|PWH						
				Thomas H. Eames.	Eames eye test; manual of directions.	AA164079	1950-08-30	RE15641	1978-12-21	Marjorie R. Eames|W						
				Elie Cartan.	Cahiers scientifiques.  Fascicule X: Lecons sur la geometrie projective.	AFO3360	1950-08-30	RE2553	1978-04-17	Henri Cartan|C						
					Jack and Jill.  Vol. 12, no. 11, Sept. 1950.	B260704	1950-08-30	RE5630	1978-07-31	The Saturday Evening Post Company|PCW						
					Harper's bazaar.  Vol. 84, no. 10, Sept. 1950.	B261218	1950-08-30	RE4714	1978-07-13	The Hearst Corporation|PCW						
				Betty Baur (Betty Baur Knox)	The Lady and the sailor; short story.	B261347	1950-08-30	RE6407	1978-09-27							
					Chicago daily tribune.  Vol. 109, no. 207, Aug. 30, 1950.	B261555	1950-08-30	RE4985	1978-08-02	Chicago Tribune Company|PCW						
					The Wall Street journal.  Vol. 136, no. 51, Aug. 30, 1950.	B261600	1950-08-30	RE5090	1978-07-21	Dow Jones & Company, Inc.|PCW						
					Hollywood quarterly.  Vol. 5, no. 1, fall 1950.	B261926	1950-08-30	RE2504	1978-04-19	The Regents of the University of California|PCW						
					Sports afield.  Vol. 124, no. 3, Sept. 1950.	B262210	1950-08-30	RE1429	1978-03-15	The Hearst Corporation|PWH						
				Norman Reilly Raine.	Glencannon--Tugboat Annie affair.|The Saturday evening post, Sept. 2, 1950	B262841	1950-08-30	RE298	1978-01-25	Elizabeth Raine|W						
				Ted Key.	Hazel.|The Saturday evening post, Sept. 2, 1950	B262841	1950-08-30	RE10460	1978-12-29	Ted Key|A						
					Daily variety.  Vol. 68, no. 61, Aug. 30, 1950.	B263682	1950-08-30	RE6498	1978-10-03	Daily Variety, Ltd.|PWH						
				Michael Fessier.	A Lease on love.	B263797	1950-08-30	RE6194	1978-09-15	Michael Fessier|A						
					Hearst's international--Cosmopolitan.  Vol. 129, no. 3, Sept. 1950.	B263797	1950-08-30	RE7555	1978-10-30	The Hearst Corporation|PCW						
					The Short talk bulletin.  Vol. 28, no. 9, Sept. 1950.	B265213	1950-08-30	RE5245	1978-08-18	The Masonic Service Association of the United States|PWH						
					Breathe on me, breath of God.  Music: John M. Rasley.|The Choir leader, Oct. 1950	B266290	1950-08-30	RE5503	1978-08-28	John M. Rasley|A						
					The Choir leader.  Vol. 57, no. 8, Oct. 1950.	B266290	1950-08-30	RE5502	1978-08-28	Lorenz Publishing Company|PCW						
					I will give thanks.  Music: G. F. Broadhead.|The Choir leader, Oct. 1950	B266290	1950-08-30	RE5506	1978-08-28	Lorenz Publishing Company|PWH						
					My prayer.  Words and music: Ira B. Wilson.|The Choir leader, Oct. 1950	B266290	1950-08-30	RE5505	1978-08-28	Lorenz Publishing Company|PWH						
					Praise ye the Lord.  Music: Parke S. Barnard.|The Choir leader, Oct. 1950	B266290	1950-08-30	RE5504	1978-08-28	Lorenz Publishing Company|PWH						
					Prayer for a new day.  Music & words: Ellen Jane Lorenz & Alberta M. Paris.|The Choir leader, Oct. 1950	B266290	1950-08-30	RE5523	1978-08-28	Lorenz Publishing Company|PWH						
					The Choir herald.  Vol. 54, no. 1, Oct. 1950.	B266291	1950-08-30	RE5512	1978-08-28	Lorenz Publishing Company|PCW						
					Communion hymn.  Music: Lee Ellis, pseud. of Rob Roy Peery.|The Choir herald, Oct. 1950	B266291	1950-08-30	RE5508	1978-08-28	Lorenz Publishing Company|PWH						
					God has promised.  Words and music: Ira B. Wilson & Marilla Webster.|The Choir herald, Oct. 1950	B266291	1950-08-30	RE5509	1978-08-28	Lorenz Publishing Company|PWH						
					Hymn to the Trinity.  Music & words: Maria Schmitz.|The Choir herald, Oct. 1950	B266291	1950-08-30	RE5522	1978-08-28	Lorenz Publishing Company|PWH						
					Offertory response.  Words and music: Mildred E. Heller.|The Choir herald, Oct. 1950	B266291	1950-08-30	RE5510	1978-08-28	Lorenz Publishing Company|PWH						
					Oh, give thanks unto the Lord.  Music: Palmer Clark.|The Choir herald, Oct. 1950	B266291	1950-08-30	RE5511	1978-08-28	Lorenz Publishing Company|PWH						
