volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
					Index, synopsis, key number character, and syllabi in New Jersey reports and New Jersey Superior Court reports.  Vol. 80, no. 41, Oct. 25, 1963.	B74552	1963-10-25	RE542316	1991-08-19	West Publishing Company|PWH							
					The New republic.  Vol. 149, no. 18, Nov. 2, 1963.	B75269	1963-10-25	RE520596	1991-04-08	New Republic, Inc.|PCW							
				Wesleyan University.	My weekly reader surprise.  Vol. 6, no. 8, Oct. 28-Nov. 1, 1963.	B75450	1963-10-25	RE540201	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Ed. 1.  Vol. 41, no. 8, Oct. 28-Nov. 1, 1963.	B75451	1963-10-25	RE540202	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Ed. 2.  Vol. 33, no. 8, Oct. 28-Nov. 1, 1963.	B75452	1963-10-25	RE540203	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University, in a work made for hire.	My weekly reader.  Ed. 3.  Vol. 33, no. 8, Oct. 28-Nov. 1, 1963.	B75453	1963-10-25	RE539193	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Ed. 4.  Vol. 45, no. 8, Oct. 28-Nov. 1, 1963.	B75454	1963-10-25	RE539688	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Ed. 5.  Vol. 42, no. 8, Oct. 28-Nov. 1, 1963.	B75455	1963-10-25	RE539800	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University, in a work made for hire.	My weekly reader.  Ed. 6.  Vol. 18, no. 8, Oct. 28-Nov. 1, 1963.	B75456	1963-10-25	RE539194	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	Current science.  Vol. 49, no. 8, Oct. 8-Nov. 1, 1963.	B75457	1963-10-25	RE539317	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	Current events.  Vol. 63, no. 8, Oct. 28-Nov. 1, 1963.	B75458	1963-10-25	RE539871	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	Read magazine.  Vol. 13, no. 5, Nov. 1, 1963.	B75459	1963-10-25	RE539819	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	Our times.  Vol. 28, no. 8, Oct. 30, 1963.	B75460	1963-10-25	RE540204	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	Science and math weekly.  Vol. 4, no. 8, Oct. 30, 1963.	B75461	1963-10-25	RE539872	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University, in a work made for hire.	Every week.  Vol. 30, no. 8, Oct. 28-Nov. 1, 1963.	B75462	1963-10-25	RE539195	1991-08-05	Weekly Reader Corporation|PWH							
					United Feature comics.  Vol. 24, no. 43.	B75540	1963-10-25	RE541038	1991-08-16	United Feature Syndicate, Inc.|PCW							
					Tarzan.  No. 1703 (7567-7572)	B75540	1963-10-25	RE546473	1991-09-30	Edgar Rice Burroughs, Inc.|PWH							
					Li'l Abner; comic strip.  Created by Alfred G. Capp, as an employee for hire of United Feature Syndicate, Inc.	B75540	1963-10-25	RE551012	1991-11-05	Capp Enterprises, Inc.|PWH							
				Combined Registry Company.	Success unlimited.  Vol. 10, no. 11, Nov. 1963.	B75888	1963-10-25	RE546070	1991-10-03	W. Clement Stone|PCW							
					Child life.  Vol. 42, no. 9, Nov. 1963.	B75917	1963-10-25	RE546284	1991-09-30	Benjamin Franklin Literary & Medical Society, Inc.|PCW							
					The Plain truth.  Vol. 28, no. 11, Nov. 1963.	B88814	1963-10-25	RE526754	1991-03-14	Ambassador College|PWH							
					Railroad model craftsman.  Vol. 32, no. 6, Nov. 1963.	B106602	1963-10-25	RE543572	1991-08-22	Carstens Publications, Inc.|PCW							
					Selecciones del Reader's Digest.  Vol. 46, no. 276, nov. 1963.	BFO4515	1963-10-25	RE553271	1991-11-22	Reader's Digest Association, Inc.|PWH							
					Het Beste uit Reader's Digest.  Vol. 7de, no. 74, nov. 1963.	BFO4520	1963-10-25	RE542939	1991-09-03	Uitgeversmaatschappij the Reader's Digest|PWH||N.V.|PWH							
				Barbara Ramseyer Walton.	Hallowe'en time.	DU58871	1963-10-25	RE554094	1991-11-01	Barbara Ramseyer Walton|A							
				Andrew G. Hagstrom.	Hagstrom's Atlas of Ocean County, New Jersey.  Atlas no. 2235A.	F35310	1963-10-25	RE562483	1991-12-31	Hagstrom Map Company, Inc.|PWH							
					Superman.  Release of Sunday, Nov. 24, 1963.	K70031	1963-10-25	RE549177	1991-10-31	DC Comics, Inc.|PWH							
				Ernest K. Gann.	Of good and evil.	A659336	1963-10-26	RE555244	1991-11-25	Ernest K. Gann|A							
				the Lawyers Co-operative Publishing Company.	New York standard civil practice service; covering civil practice law & rules.  Vol. 8, sections 3017-3100.	A659392	1963-10-26	RE534837	1991-07-01	Thomson Legal Publishing, Inc.|PWH							
				the Lawyers Co-operative Publishing Company.	New York standard civil practice service; civil practice law & rules.  Vol. 7, sections 3012 to 3016, complaint forms.	A659672	1963-10-26	RE534839	1991-07-01	Thomson Legal Publishing, Inc.|PWH							
				John R. Rice.	A Coffer of jewels about our infallible eternal Word of God, the Bible.	A663723	1963-10-26	RE557461	1991-11-19	Sword of the Lord Foundation|PWH							
					Ministering to the dying.  Text: Carl J. Scherzer.	A663806	1963-10-26	RE537443	1991-07-31	Carl J. Scherzer|A							
					Chicago tribune.  Vol. 116, no. 299, Oct. 26, 1963.	B68790	1963-10-26	RE513075	1991-01-08	Chicago Tribune Company|PCW							
					Little Orphan Annie.	B68849	1963-10-26	RE558847	1991-12-17	Tribune Media Services, Inc.|PWH							
					New York herald tribune.  Vol. 123, no. 42583, Oct. 26, 1963.	B68853	1963-10-26	RE566769	1991-12-30	IHT Corporation|PWH							
					The New York times.  Vol. 113, no. 38626, Oct. 26, 1963.	B68865	1963-10-26	RE539260	1991-08-05	New York Times Company|PCW							
					The Washington post and times herald.  Vol. 86, no. 325, Oct. 26, 1963.	B69111	1963-10-26	RE559988	1991-12-23	Washington Post Company|PCW							
					The Christian Science monitor, Boston.  Vol. 55, no. 282, Oct. 26, 1963.	B69123	1963-10-26	RE513706	1991-01-14	Christian Science Publishing Society|PWH							
					Barron's; national business and financial weekly.  Vol. 43, no. 43, Oct. 28, 1963.	B70273	1963-10-26	RE561786	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Los Angeles times.  Vol. 82, Oct. 27, 1963.	B70796	1963-10-26	RE560033	1991-12-24	Times-Mirror Company|PCW							
				P. D. James (Phyllis D. White)	A Mind to murder.	AF24315	1963-10-27	RE557554	1991-11-08	Phyllis D. White|A							
					Little Orphan Annie.	B68850	1963-10-27	RE558848	1991-12-17	Tribune Media Services, Inc.|PWH							
					New York herald tribune.  Vol. 123, no. 42584, Oct. 27, 1963.	B68856	1963-10-27	RE566772	1991-12-30	IHT Corporation|PWH							
					The Washington post and times herald.  Vol. 86, no. 326, Oct. 27, 1963.	B69112	1963-10-27	RE559989	1991-12-23	Washington Post Company|PCW							
					Chicago tribune.  Vol. 116, no. 300, Oct. 27, 1963.	B69122	1963-10-27	RE513077	1991-01-08	Chicago Tribune Company|PCW							
					The New York times.  Vol. 113, no. 38627, Oct. 27, 1963.	B70800	1963-10-27	RE539263	1991-08-05	New York Times Company|PCW							
					Los Angeles times.  Vol. 82, Oct. 28, 1963.	B73223	1963-10-27	RE560039	1991-12-24	Times-Mirror Company|PCW							
				Walt Disney Productions.	Uncle Remus; cartoon strip.  Nov. 3, 1963.	K69094	1963-10-27	RE506981	1991-09-09	Walt Disney Company|PWH							
				Walt Disney Productions.	Mickey Mouse; cartoon strip.  Nov. 3, 1963.	K69095	1963-10-27	RE544002	1991-09-09	Walt Disney Company|PWH							
				Walt Disney Productions.	Donald Duck; cartoon strip.  Nov. 3, 1963.	K69096	1963-10-27	RE507313	1991-09-09	Walt Disney Company|PWH							
					New snack ideas from Kellogg's, 3 kid favorites and one snackin' good package: triple snack.	KK177300	1963-10-27	RE585244	1991-12-30	Kellogg Company|PWH							
				Bernard C. Cohen.	The Press and foreign policy.	A655708	1963-10-28	RE507032	1991-09-09	Center of International Studies|PWH							
				Manfred Halpern.	The Politics of social change in the Middle East and North Africa.	A655709	1963-10-28	RE549108	1991-11-01	Rand Corporation|PWH							
				C. Northcote Parkinson.	East and West.	A655737	1963-10-28	RE539997	1991-08-06	C. Northcote Parkinson|A							
				John J. Craighead, Frank C. Craighead, Jr., Ray J. Davis.	A Field guide to Rocky Mountain wildflowers; from northern Arizona and New Mexico to British Columbia.	A655738	1963-10-28	RE534066	1991-05-30	John J. Craighead|A||Frank C. Craighead, Jr.|A||Ray J. Davis|C							
					Rand McNally world portrait atlas.	A655759	1963-10-28	RE557628	1991-12-09	Rand McNally & Company|PWH							
				Arthur W. Spalding & Review and Herald Publishing Association.	Wonder tales of the Bible.  Bk. 1.	A655902	1963-10-28	RE566263	1991-12-26	Elizabeth Spalding McFadden|C||Joseph J. Singer|C||Mae Spalding Cole|C							
				Adin Baber.	Nancy Hanks, the destined mother of a president.	A655907	1963-10-28	RE536829	1991-07-01	Nancy Baber McNeill|C							
				C. Hartley Grattan.	The Southwest Pacific since 1900; a modern history, Australia, New Zealand, the islands, Antarctica.	A655927	1963-10-28	RE580938	1991-12-31	Rosalind VonAu|C							
				Gerald E. Sacks.	Degrees of unsolvability.	A657930	1963-10-28	RE507019	1991-09-09	Gerald E. Sacks|A							
				Walter Loban & Rosalind A. Olmsted.	Teacher's manual for Adventures in appreciation; with answer key to the test booklet.	A657980	1963-10-28	RE558216	1991-12-06	Rosalind Olmsted Barrett|A||Walter Loban|A							
				Herman Melville, author of renewable matter: the Macmillan Company.	Moby Dick.	A658608	1963-10-28	RE569058	1991-12-03	Macmillan Publishing Company|PWH							
				Thomas Clark Pollock & John T. Hughes.	Skills practice for the Macmillan English series, 5.	A658609	1963-10-28	RE552051	1991-11-08	Lillian S. Pollock|W							
				Sir William Osler, introd.: Paul Dudley White.	Aequanimitas and other papers that have stood the test of time.	A658621	1963-10-28	RE558280	1991-12-04	Paul Dudley White|A							
				Bernarda Bryson (Bernarda Bryson Shahn)	Alphabet for Joanna.	A659015	1963-10-28	RE539076	1991-08-05	Bernarda Bryson Shahn|A							
				Alfred G. Martin.	Hand-taming wild birds at the feeder.	A659044	1963-10-28	RE522373	1991-01-28	Edward W. Musson|E							
					The Creative world of Mozart.  Editor: Paul Henry Lang.|The Musical quarterly.	A659222	1963-10-28	RE558281	1991-12-04	Ann Lang|W					All of these pieces appeared prev. in The Musical quarterly.		
					Vale Pennsylvania digest.  Vol. 14-14A.	A659249	1963-10-28	RE542728	1991-08-19	West Publishing Company|PWH							
					Atlantic reporter, second series.  Vol. 192.	A659250	1963-10-28	RE542628	1991-08-19	West Publishing Company|PWH							
				Harvey Swados.	The Will; novel.	A659280	1963-10-28	RE527159	1991-02-13	Bette Swados|W							
				Ellen Bowie Holland.	Gay as a grig.	A659293	1963-10-28	RE557711	1991-08-29	Priscilla Bradford Holland|E							
				Richard Sale.	The Oscar.	A659339	1963-10-28	RE507235	1991-09-09	Richard Sale|A							
				Alice Tisdale Hobart.	The Innocent dreamers.	A659351	1963-10-28	RE552056	1991-11-08	Ben Aiken, Jr.|E							
				Mary Jane Leake.	Herbie changed his mind.	A659369	1963-10-28	RE555715	1991-11-29	Mary Jane Leake|A							
				Luciana Roselli.	Princesses tresses.	A659375	1963-10-28	RE552057	1991-11-08	Luciana Roselli|A							
				Erwin Straus, translated from the German by Jacob Needleman.	The Primary world of senses; a vindication of sensory experience.|Von Sinn der Sinne.	A659378	1963-10-28	RE549460	1991-11-08	Erwin Straus|A							
				Robert L. Katz.	Empathy: its nature and uses.	A659379	1963-10-28	RE539983	1991-08-09	Robert L. Katz|A							
				Harriette Simpson Arnow.	Flowering of the Cumberland.	A659380	1963-10-28	RE549461	1991-11-08	Marcella Arnow|C||Thomas L. Arnow|C							
				Jacob I. Bregman.	Corrosion inhibitors.	A659383	1963-10-28	RE536229	1991-07-18	Jacob I. Bregman|A							
				Columbia University Press, edited by William Bridgwater & Seymour Kurtz.	The Columbia encyclopedia.	A659606	1963-10-28	RE549351	1991-04-30	Columbia University Press|PCW							
				Sol Weintraub.	Tables of the cumulative binomial probability distribution for small values of P.	A659655	1963-10-28	RE543593	1991-08-23	Sol Weintraub|A							
				Philip Olson.	America as a mass society; changing community and identity.	A659656	1963-10-28	RE541198	1991-08-13	Philip Olson|A							
				Harry Braverman.	The Future of Russia.	A659680	1963-10-28	RE549464	1991-11-08	Jules Geller|E							
					The American democratic tradition; a history.	A659681	1963-10-28	RE549301	1991-10-15	Arthur A. Ekirch, Jr.|A							
				Hubert J. O'Gorman, foreword by Robert K. Merton.	Lawyers and matrimonial cases; a study of informal pressures in private professional practice.	A659685	1963-10-28	RE541199	1991-08-13	Marion J. O'Gorman|W							
				Phil Francis.	Salt water fishing from Maine to Texas.	A659686	1963-10-28	RE549465	1991-11-08	Phil Francis|A							
				various contributors, ch. 83: Ihab Hassan, bibliography: Richard M. Ludwig.	Literary history of the United States; history.	A659687	1963-10-28	RE549466	1991-11-08	Richard M. Ludwig|A||Ihab Hassan|A							
				Aylesa Forsee.	Albert Einstein: theoretical physicist.	A659796	1963-10-28	RE549372	1991-09-12	Jane Fitz-Randolph|E						Illustrated with photos. and diagrs.	
				Hildegard Binder Johnson.	Carta marina; world geography in Strassburg, 1525.	A659836	1963-10-28	RE562735	1991-12-23	Hildegard Binder Johnson|A							
				Edith Newbold Jones Wharton, introd., note on the text & appendix: R. W. B. Lewis.	The House of mirth.	A660666	1963-10-28	RE546113	1991-09-30	R. W. B. Lewis|A							
				Thomas Clark Pollock & Robert W. Rounds.	Skills practice for The Macmillan English series 7.|The Macmillan English, series 7	A660673	1963-10-28	RE549481	1991-11-08	Lillian S. Pollock|W||Duane McMorris|E							
				John Darrell Barnard.	Workbook to accompany A Key to the future.	A660674	1963-10-28	RE546107	1991-09-25	John Darrell Barnard|A							
				Thomas Clark Pollock, Florence B. Bowden & Helen Gates Ellzey.	Teacher's keyed test, The Macmillan English series 3.	A660675	1963-10-28	RE549482	1991-11-08	Lillian S. Pollock|W||Florence B. Bowden|A||Helen G. Ellzey|A							
				Thomas Clark Pollock & John T. Hughes.	Skills practice for The Macmillan English series 6.	A660759	1963-10-28	RE549484	1991-11-08	Lillian S. Pollock|W							
					NEA comic weekly.	A661233	1963-10-28	RE543496	1991-08-16	Newspaper Enterprise Association, Inc.|PCW							
				Richard Perlman.	Solutions manual for Problems in statistics for economics and business students.	A661796	1963-10-28	RE562096	1991-12-19	Richard Perlman|A							
				Ruthven Tremain.	The 1964 Calendar for children with signal stickers for recording important personal events.	A661805	1963-10-28	RE543597	1991-08-23	Ruthven Tremain|A							
				Richard Perlman.	Problems in statistics for economics and business students.	A662313	1963-10-28	RE562097	1991-12-19	Richard Perlman|A							
				Anthony A. Hoekema.	The Four major cults.	A663141	1963-10-28	RE565862	1991-12-30	Mrs. Anthony Hoekema|W							
				Rachel DeQueiros, translator: Fred P. Ellison.	The Three Marias.	A663144	1963-10-28	RE564974	1991-12-16	Fred P. Ellison|A							
				celebrated preachers, biographical sketches & bibliographies by Wilbur M. Smith.	Great sermons on the birth of Christ.	A663740	1963-10-28	RE534239	1991-01-22	Evangelical Alliance Mission|E					Sermons prev. pub.		
				Leon Edel.	Henry James: a collection of critical essays.	A663821	1963-10-28	RE530044	1991-05-15	Leon Edel|A							
				Byrd Baylor Schweitzer, ill.: Garth Williams.	Amigo.	A663903	1963-10-28	RE543598	1991-08-23	Garth Williams|A							
					Amigo.  Text: Byrd Baylor Schweitzer, illustrated by Garth Williams.	A663904	1963-10-28	RE549495	1991-11-08	Byrd Baylor|A							
				Robert Jay Lifton.	Thought reform and the psychology of totalism.	A665628	1963-10-28	RE558231	1991-12-04	Robert Jay Lifton|A							
				Harvard University Graduate School of Business Administration.	Harvard Business School cases.  No. BP556S, BP770, EA-C598 et al.	A667667	1963-10-28	RE526633	1991-02-27	President and Fellows of Harvard College|PWH							
				Raymond V. Martin.	Revolt in the Mafia; how the Gallo Gang split the New York underworld.	A668819	1963-10-28	RE563147	1991-12-24	Raymond V. Martin|A							
				Hoffman R. Hays.	In the beginnings; early man and his gods.	A676727	1963-10-28	RE561382	1991-12-16	Mrs. Hoffman R. Hays|W							
				Nancy Hale (Nancy Hale Bowers)	New England discovery; a personal view.	A681539	1963-10-28	RE553144	1991-11-18	Mark Hardin|C||William Wertenbaker|C							
				Frank Harris, edited and with an introd. by John F. Gallagher.	My life and loves.	A682659	1963-10-28	RE543653	1991-08-20	Ralph G. Ross|E||Edgar M. Ross|E							
				Alan Watts & Schocken Books, Inc., as employer for hire of Daisetz Teitaro Suzuki.	Outlines of Mahayana Buddhism.	A685199	1963-10-28	RE564949	1991-12-24	Schocken Books, Inc.|PWH							
				Louis Slobodkin.	Moon Blossom and the golden penny.	A690724	1963-10-28	RE548348	1991-10-15	Florence Slobodkin|W							
				Martin Buber.	Israel and the world; essays in a time of crisis.	A696216	1963-10-28	RE565680	1991-12-30	Schocken Books, Inc.|PWH							
				Kurt Goldstein.	Human nature in the light of psychopathology.	A696218	1963-10-28	RE564951	1991-12-24	President and Fellows of Harvard College|PWH							
				Osvald Siren.	The Chinese on the art of painting.	A696221	1963-10-28	RE564953	1991-12-24	Schocken Books, Inc.|PWH							
				Alfred R. Oxenfeldt, William Baumol & Kenneth E. Boulding.	Models of markets.	A707684	1963-10-28	RE527702	1991-03-11	Alfred R. Oxenfeldt|A							
				Harold Kaplan.	Urban renewal politics: slum clearance in Newark.	A707728	1963-10-28	RE527704	1991-03-11	Harold Kaplan|A							
				Burton Watson.	Mo-tzu; basic writings.	A710962	1963-10-28	RE527706	1991-03-11	Burton Watson|A							
				Burton Watson.	Hsun-tzu; basic writings.	A710963	1963-10-28	RE527707	1991-03-11	Burton Watson|A							
				William Landram Williamson.	William Frederick Poole and the modern library movement.	A712493	1963-10-28	RE549358	1991-04-30	William L. Williamson|A							
				James Laver.	Museum piece.|The Education of an iconographer.	AF20976	1963-10-28	RE564962	1991-12-24	Lady McEwen|C||Patrick Laver|C							
				Julien Douville.	Le Hully gully; comment le danser.	AF21496	1963-10-28	RE547551	1991-10-07								
				Geoffrey Rawson.	Pandora's last voyage.	AF21608	1963-10-28	RE561908	1991-12-19	Helen Mary Rawson|W							
					The Day the guinea pig talked.  Text: Mathemata Anstalt, employer for hire of Paul Gallico.	AI8699	1963-10-28	RE575003	1991-12-27	Virginia Gallico|PWH							
				Louise W. King.	The Day we were mostly butterflies.	AI8719	1963-10-28	RE555633	1991-04-11	Louise W. King|A							
				Virginia Cowles (Virginia Cowles Crawley)	The Evening standard.|The Kaiser; bk.	AI8727	1963-10-28	RE565853	1991-12-27	Aidan M. Crawley|Wr					Portions of the bk. were first pub. in The Evening standard.		
					Chicago tribune.  Vol. 116, no. 301, Oct. 28, 1963.	B68791	1963-10-28	RE513076	1991-01-08	Chicago Tribune Company|PCW							
					The Wall Street journal.  Vol. 162, no. 84, Oct. 28, 1963.	B68820	1963-10-28	RE521748	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Little Orphan Annie.	B68848	1963-10-28	RE558846	1991-12-17	Tribune Media Services, Inc.|PWH							
					New York herald tribune.  Vol. 123, no. 42585, Oct. 28, 1963.	B68855	1963-10-28	RE566771	1991-12-30	IHT Corporation|PWH							
					The Washington post and times herald.  Vol. 86, no. 327, Oct. 28, 1963.	B69108	1963-10-28	RE559985	1991-12-23	Washington Post Company|PCW							
					Commentary.  Vol. 36, no. 5, Nov. 1963.	B70259	1963-10-28	RE551927	1991-11-22	American Jewish Committee|PCW							
					Daily variety.  Vol. 121, no. 37, Oct. 28, 1963.	B70636	1963-10-28	RE548195	1991-10-23	Daily Variety|PWH							
					The New York times.  Vol. 113, no. 38628, Oct. 28, 1963.	B70798	1963-10-28	RE539262	1991-08-05	New York Times Company|PCW							
					Dow Jones news service, New York.  Oct. 28, 1963.	B70901	1963-10-28	RE522241	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Chemical titles.  No. 22, Oct. 28, 1963.	B71036	1963-10-28	RE549709	1991-11-04	American Chemical Society|PCW							
					Moody's bond survey.  Vol. 55, no. 44.	B71050	1963-10-28	RE545032	1991-09-23	Moody's Investors Service, Inc.|PWH							
					The Christian century.  Vol. 80, no. 44, Oct. 30, 1963.	B71423	1963-10-28	RE555182	1991-11-22	Christian Century Foundation|PWH							
					Amusement business.  Vol. 75, no. 44, Nov. 2, 1963.	B71453	1963-10-28	RE557080	1991-12-10	BPI Communications, Inc.|PCW							
					Billboard music week.  Vol. 75, no. 44, Nov. 2, 1963.	B71454	1963-10-28	RE557081	1991-12-10	BPI Communications, Inc.|PCW							
					Financial world.  Vol. 120, no. 18, Oct. 30, 1963.	B71674	1963-10-28	RE555374	1991-12-04	Financial World Partners|PWH							
					Journal of trauma.  Vol. 3, no. 5.	B72506	1963-10-28	RE555584	1991-12-04	Williams & Wilkins|PCW							
					Journal of investigative dermatology.  Vol. 41, no. 4.	B72507	1963-10-28	RE555421	1991-12-04	Williams & Wilkins|PCW							
					Current medical digest.  Vol. 30, no. 10.	B72508	1963-10-28	RE555420	1991-12-04	Williams & Wilkins|PCW							
					Los Angeles times.  Vol. 82, Oct. 29, 1963.	B73225	1963-10-28	RE560041	1991-12-24	Times-Mirror Company|PCW							
					Christian Science sentinel.  Vol. 65, no. 50, Dec. 14, 1963.	B73268	1963-10-28	RE513984	1991-01-14	Christian Science Publishing Society|PWH							
					Chemical abstracts.  Vol. 59, no. 9, Oct. 28, 1963.	B73701	1963-10-28	RE549710	1991-11-04	American Chemical Society|PCW							
					ARTnews.  Vol. 62, no. 7, Nov. 1963.	B74600	1963-10-28	RE517616	1991-01-30	ARTnews Associates|PCW							
					Dramatists bulletin.  Nov. 1963.	B74601	1963-10-28	RE552520	1991-11-08	Authors League of America, Inc.|PCW							
					American druggist.  Vol. 148, no. 9, Oct. 28, 1963.	B74611	1963-10-28	RE559293	1991-12-20	Hearst Corporation|PCW							
				Reader's Digest Mexico, S.A. de C.V.	Selecciones del Reader's digest.  Vol. 46, no. 276, nov. de 1963.	B77272	1963-10-28	RE555058	1991-11-22	Reader's Digest Association, Inc.|PWH							
					Children's digest.  Vol. 13, no. 133, Dec. 1963.	B77328	1963-10-28	RE551961	1991-11-14	Benjamin Franklin Literary & Medical Society, Inc.|PCW							
					Federal reporter, second series.  Vol. 322, no. 2, Oct. 28, 1963.	B77457	1963-10-28	RE542066	1991-08-19	West Publishing Company|PWH							
					Federal supplement.  Vol. 221, no. 2, Oct. 28, 1963.	B77469	1963-10-28	RE542321	1991-08-19	West Publishing Company|PWH							
					The Christian Science monitor, Boston.  Vol. 55, no. 283, Oct. 28, 1963.	B78586	1963-10-28	RE514040	1991-01-14	Christian Science Publishing Society|PWH							
					World events.  Vol. 2, no. 8, Oct. 28, 1963.	B81053	1963-10-28	RE549644	1991-11-05	Time Life, Inc.|PWH							
					Life magazine.  Vol. 55, no. 18, Nov. 1, 1963.	B81054	1963-10-28	RE548670	1991-10-25	Time, Inc.|PCW||Magazine Company|PCW							
					Life en espanol.  Vol. 22, no. 9, Nov. 11, 1963.	B81069	1963-10-28	RE548622	1991-11-01	Time, Inc.|PCW||Magazine Company|PCW							
					Time; the weekly newsmagazine (incorporating Literary digest)  Vol. 82, no. 18, Nov. 1, 1963.	B81070	1963-10-28	RE555133	1991-11-01	Time, Inc.|PCW||Magazine Company|PCW							
					Nursing research.  Vol. 12, no. 4, fall 1963.	B141674	1963-10-28	RE566349	1991-12-26	American Journal of Nursing Company|PCW							
					Nursing research; annual index issue.  Vol. 12, no. 4, fall 1963.	B146606	1963-10-28	RE566350	1991-12-26	American Journal of Nursing Company|PCW							
					Bugs Bunny; comic strip.	BB24687	1963-10-28	RE528493	1991-05-20	Warner Brothers, Inc.|PWH							
					Selection du Reader's Digest.  Vol. 33, no. 197, nov. 1963.	BFO4500	1963-10-28	RE542934	1991-09-03	Selection du Reader's Digest (Canada) Ltee|PWH							
				Reader's Digest Chile, Ltda.	Selecciones del Reader's Digest.  Vol. 46, no. 276, nov. 1963.	BFO4506	1963-10-28	RE553270	1991-11-22	Reader's Digest Association, Inc.|PWH							
				Det Beste, A.S., editor-in-chief: Astrid Overbye.	Det Beste fra Reader's Digest.  Vol. 17, no. 11, nov. 1963.	BFO4523	1963-10-28	RE553273	1991-11-22	Reader's Digest Association, Inc.|PWH							
				Philip King & Falkland L. Cary.	Rock-a-bye sailor; a comedy in three acts.	DF1703	1963-10-28	RE517020	1991-01-07	Bernard F. Baker|E||Nigel G. Baker|E||Geoffrey Baker|E							
				Frank Gagliano.	Conerico was here to stay; a play in seven scenes.	DU58799	1963-10-28	RE529443	1991-05-16	Frank Gagliano|A							
				Francis J. O'Connell, John J. Costello.	What Robert wants.	DU58804	1963-10-28	RE538605	1991-07-25	Francis J. O'Connell|A							
				Aiden Lassell Ripley.	Revere and the King's Chapel bell.	GU36477	1963-10-28	RE564809	1991-12-24	Paul Revere Life Insurance Company|PWH							
				Peter H. Buckley.	The Hispanic world; photo.	JP8530	1963-10-28	RE553332	1991-11-18	Peter H. Buckley|A							
					Donald Duck; cartoon strip.  Nov. 4-9, 1963.	K69097	1963-10-28	RE544836	1991-09-30	Walt Disney Company|PWH							
				Walt Disney Productions.	Mickey Mouse; cartoon strip.  Nov. 4-9 1963.	K69098	1963-10-28	RE546512	1991-10-01	Walt Disney Company|PWH							
					The Shady miracle.	UCC work	1963-10-28	RE510055	1991-01-30	Martin Secker & Warburg, Ltd.|PWH							
				Virginia Cowles (Virginia Cowles Crawley)	The Kaiser.	UCC work	1963-10-28	RE513360	1991-03-19	Aidan Merivale Crawley|Wr							
				Rona Randall (Rona Randall Shambrook)	The Silver cord.	UCC work	1963-10-28	RE527714	1991-05-17	Randall|A							
					Kritischer Bericht.  Critical edition according to the principles of the New Bach edition: Andreas Holschneider.	UCC work	1963-10-28	RE624802	1991-12-27	Andreas Holschneider|A							
				Johann Pachelbel, author of renewable matter: Hans Heinrich Eggebrecht.	Choral and vocal works--Magnificat.|Das Vokalwerk.	UCC work	1963-10-28	RE560106	1991-12-27	Hans Heinrich Eggebrecht|A							
				Lettice Cooper.	Bob-a-job.	UCC work	1963-10-28	RE561503	1991-12-12	Lettice Cooper|A							
				Mark Epernay, pseud. of John Kenneth Galbraith, with ill. by James Stevenson.	The McLandress dimension.	A655694	1963-10-29	RE536257	1991-07-22	John Kenneth Galbraith|M							
				William Iversen.	The Pious pornographers.	A655744	1963-10-29	RE517770	1991-01-10	William Iversen|A							
				Andrew Guthrie.	Vacuum technology.	A655785	1963-10-29	RE562121	1991-12-19	Andrew Steven Guthrie, Jr.|C							
				Joseph Laffan Morse, employee for hire of Standard Reference Works Publishing Company, Inc.	Funk & Wagnalls Standard reference encyclopedia.  Vols. 15-18, coded GFV.	A655943	1963-10-29	RE552875	1991-11-14	HarperCollins Publishers, Inc.|PWH							
				Art Buchwald, ill. by Laszlo Matulay.	I chose capitol punishment.	A655953	1963-10-29	RE553180	1991-11-15	Art Buchwald|A							
				Linden J. Lundstrom.	The Choir school.	A657983	1963-10-29	RE561253	1991-12-18	Linden J. Lundstrom|A							
				Robert Scigliano.	South Vietnam: nation under stress.	A658640	1963-10-29	RE536256	1991-07-22	Robert Scigliano|A							
					A-LM Russian: level two, with tests and audio index; teacher's manual.	A658652	1963-10-29	RE564893	1991-12-26	Harcourt Brace Jovanovich, Inc.|PWH							
